nom, x, y
8_loc.jpg,3655,4164
13_loc.jpg,116,4164
16_loc.jpg,4987,3506
17_loc.jpg,4899,3590
7_loc.jpg,3596,4138
11_loc.jpg,3720,4267
9_loc.jpg,3668,4177
18_loc.jpg,4899,3590
